artist,poem name,text,syllables
Sylvia Plath,Channel Crossing,"Brave acts played out in peace, in war; all dangers",11
Sylvia Plath,Channel Crossing,End : green shores appear; we assume our names,10
Sylvia Plath,Channel Crossing,"Our luggage, as docks halt our brief epic; no debt",12
Sylvia Plath,Childless Woman,The womb,2
Sylvia Plath,Childless Woman,"Rattles its pod, the moon",6
Sylvia Plath,Childless Woman,Discharges itself from the tree with nowhere to go,13
Sylvia Plath,Childless Woman,My landscape is a hand with no lines,9
Sylvia Plath,Childless Woman,The roads bunched to a knot,6
Sylvia Plath,Childless Woman,The knot myself,4
Sylvia Plath,Childless Woman,Myself the rose you acheive—-,7
Sylvia Plath,Childless Woman,This body,3
Sylvia Plath,Childless Woman,This ivory,4
Sylvia Plath,Childless Woman,Ungodly as a child's shriek,7
Sylvia Plath,Childless Woman,"Spiderlike, I spin mirrors",7
Sylvia Plath,Childless Woman,Loyal to my image,6
Sylvia Plath,Childless Woman,Uttering nothing but blood—-,7
Sylvia Plath,Childless Woman,"Taste it, dark red",4
Sylvia Plath,Childless Woman,And my forest,4
Sylvia Plath,Childless Woman,My funeral,4
Sylvia Plath,Childless Woman,And this hill and this,5
Sylvia Plath,Child`S Park Stones,"In sunless air, under pines",7
Sylvia Plath,Child`S Park Stones,"Green to the point of blackness, some",8
Sylvia Plath,Child`S Park Stones,"Founding father set these lobed, warped stones",9
Sylvia Plath,Child`S Park Stones,To loom in the leaf-filtered gloom,8
Sylvia Plath,Child`S Park Stones,Black as the charred knuckle-bones,7
Sylvia Plath,Child`S Park Stones,Of a giant or extinct,7
Sylvia Plath,Child`S Park Stones,"Animal, come from another",8
Sylvia Plath,Child`S Park Stones,"Age, another planet surely. Flanked",9
Sylvia Plath,Child`S Park Stones,By the orange and fuchsia bonfire,9
Sylvia Plath,Child`S Park Stones,"Of azaleas, sacrosanct",7
Sylvia Plath,Child`S Park Stones,These stones guard a dark repose,7
Sylvia Plath,Child`S Park Stones,And keep their shapes intact while sun,8
Sylvia Plath,Child`S Park Stones,Alters shadows of rose and iris —-,9
Sylvia Plath,Child`S Park Stones,"Long, short, long —- in the lit garden",8
Sylvia Plath,Child`S Park Stones,And kindles a day's-end blaze,7
Sylvia Plath,Child`S Park Stones,Colored to dull the pigment,7
Sylvia Plath,Child`S Park Stones,"Of azaleas, yet burnt out",7
Sylvia Plath,Child`S Park Stones,Quick as they. To follow the light's tint,9
Sylvia Plath,Child`S Park Stones,And intensity by midnight,8
Sylvia Plath,Child`S Park Stones,By noon and throughout the brunt,7
Sylvia Plath,Child`S Park Stones,Of various weathers is,7
Sylvia Plath,Child`S Park Stones,To know the still heart of the stones,8
Sylvia Plath,Child`S Park Stones,Stones that take the whole summer to lose,9
Sylvia Plath,Child`S Park Stones,Their dream of the winter's cold; stones,8
Sylvia Plath,Child`S Park Stones,Warming at core only as,7
Sylvia Plath,Child`S Park Stones,Frost forms. No man's crowbar could,7
Sylvia Plath,Child`S Park Stones,Uproot them: their beards are ever-,8
Sylvia Plath,Child`S Park Stones,"Green. Nor do they, once in a hundred",9
Sylvia Plath,Child`S Park Stones,"Years, go down to drink the river",8
Sylvia Plath,Circus In Three Rings,In the circus tent of a hurricane,10
Sylvia Plath,Circus In Three Rings,designed by a drunken god,7
Sylvia Plath,Circus In Three Rings,my extravagant heart blows up again,10
Sylvia Plath,Circus In Three Rings,in a rampage of champagne-colored rain,10
Sylvia Plath,Circus In Three Rings,and the fragments whir like a weather vane,10
Sylvia Plath,Circus In Three Rings,while the angels all applaud,7
Sylvia Plath,Circus In Three Rings,Daring as death and debonair,8
Sylvia Plath,Circus In Three Rings,I invade my lion's den;,7
Sylvia Plath,Circus In Three Rings,a rose of jeopardy flames in my hair,10
Sylvia Plath,Circus In Three Rings,yet I flourish my whip with a fatal flair,11
Sylvia Plath,Circus In Three Rings,defending my perilous wounds with a chair,11
Sylvia Plath,Circus In Three Rings,while the gnawings of love begin,8
Sylvia Plath,Circus In Three Rings,Mocking as Mephistopheles,8
Sylvia Plath,Circus In Three Rings,eclipsed by magician's disguise,9
Sylvia Plath,Circus In Three Rings,my demon of doom tilts on a trapeze,10
Sylvia Plath,Circus In Three Rings,winged rabbits revolving about his knees,10
Sylvia Plath,Circus In Three Rings,only to vanish with devilish ease,10
Sylvia Plath,Crystal Gazer,Gerd sits spindle-shaped in her dark tent,9
Sylvia Plath,Crystal Gazer,Lean face gone tawn with seasons ,7
Sylvia Plath,Crystal Gazer,Skin worn down to the knucklebones,8
Sylvia Plath,Crystal Gazer,At her tough trade; without time's taint,8
Sylvia Plath,Crystal Gazer,"The burnished ball hangs fire in her hands, a lens",11
Sylvia Plath,Crystal Gazer,Fusing time's three horizons,7
Sylvia Plath,Crystal Gazer,"Two enter to tap her sight, a green pair",10
Sylvia Plath,Crystal Gazer,Fresh leaved out in vows: 'Come tell,7
Sylvia Plath,Crystal Gazer,How we shall do together,7
Sylvia Plath,Crystal Gazer,Well or ill.' Gerd slants a look at each: most dear,12
Sylvia Plath,Crystal Gazer,Each to the other; fit fiber for stern weather,12
Sylvia Plath,Crystal Gazer,Slowly she spins the ball,6
Sylvia Plath,Crystal Gazer,'I see two stalwart apple trees,7
Sylvia Plath,Crystal Gazer,Coupled by branches intertwined,8
Sylvia Plath,Crystal Gazer,"And, springing all about",6
Sylvia Plath,Crystal Gazer,"Staunch saplings; to this house, thriving days",9
Sylvia Plath,Crystal Gazer,"Will bring crop's increase, and harvest fruit",9
Sylvia Plath,Crystal Gazer,Follow on kind wind.',6
Sylvia Plath,Crystal Gazer,'No hardship then?' he asks. 'We'll take,8
Sylvia Plath,Crystal Gazer,"Whatever trial's to come, so say true.'",11
Sylvia Plath,Crystal Gazer,His bride echoes his word. At that,8
Sylvia Plath,Crystal Gazer,"Gerd whirls the ball ablaze: 'Rough storm,' she grunts, ' may wreak",14
Sylvia Plath,Crystal Gazer,"Some havoc on tender limb, and yet",9
Sylvia Plath,Crystal Gazer,Strengthen that orchard thereby.',8
Sylvia Plath,Crystal Gazer,"Their small price paid, these wedded ones",8
Sylvia Plath,Crystal Gazer,"Walk forth into sun-moneyed air, quickened",10
Sylvia Plath,Crystal Gazer,To savor their span of flourishing,9
Sylvia Plath,Crystal Gazer,"Aloof, squatting mummy-wise, Gerd scans",9
Sylvia Plath,Crystal Gazer,"That clairvoyant quartz which once, at her own wishing",12
Sylvia Plath,Crystal Gazer,Exacted her first simple sight for this strict second,13
Sylvia Plath,Crystal Gazer,"Then, a free-gadding hoyden, Gerd had craved",10
Sylvia Plath,Crystal Gazer,To govern more sight than given to a woman,12
Sylvia Plath,Crystal Gazer,By wits alone: to foresee her lover's faith,11
Sylvia Plath,Crystal Gazer,"And their future lot, she braved",7
Sylvia Plath,Crystal Gazer,Church curse to ken that crooked oath,8
Sylvia Plath,Crystal Gazer,Whereby one hires a demon,7
Sylvia Plath,Crystal Gazer,A flash like doomcrack rent night's black,8
Sylvia Plath,Crystal Gazer,God's work stood anchored in that glare,8
Sylvia Plath,Crystal Gazer,Focusing all time's day-suns in one,9
Sylvia Plath,Crystal Gazer,So beggar Gerd might aim her look,8
Sylvia Plath,Crystal Gazer,At gorgon-prospects with power to strike to stone,12
Sylvia Plath,Crystal Gazer,Hearts of those who pierced time's core,7
Sylvia Plath,Crystal Gazer,What Gerd saw then engraved her mind —-,8
Sylvia Plath,Crystal Gazer,Plague-pitted as the moon: each bud,8
Sylvia Plath,Crystal Gazer,Shriveling to cinders at its source,9
Sylvia Plath,Crystal Gazer,Each love blazing blind to its gutted end —-,10
Sylvia Plath,Crystal Gazer,"And, fixed in the crystal center, grinning fierce",11
Sylvia Plath,Dark House,"This is a dark house, very big",8
Sylvia Plath,Dark House,I made it myself,5
Sylvia Plath,Dark House,Cell by cell from a quiet corner,9
Sylvia Plath,Dark House,Chewing at the grey paper,7
Sylvia Plath,Dark House,Oozing the glue drops,5
Sylvia Plath,Dark House,"Whistling, wiggling my ears",6
Sylvia Plath,Dark House,Thinking of something else,6
Sylvia Plath,Dark House,It has so many cellars,7
Sylvia Plath,Dark House,Such eelish delvings,5
Sylvia Plath,Dark House,U an round as an owl,6
Sylvia Plath,Dark House,I see by my own light,6
Sylvia Plath,Dark House,Any day I may litter puppies,9
Sylvia Plath,Dark House,Or mother a horse. My belly moves,9
Sylvia Plath,Dark House,I must make more maps,5
Sylvia Plath,Dark House,These marrowy tunnels,6
Sylvia Plath,Dark House,"Moley-handed, I eat my way",8
Sylvia Plath,Dark House,All-mouth licks up the bushes,7
Sylvia Plath,Dark House,And the pots of meat,5
Sylvia Plath,Dark House,He lives in an old well,6
Sylvia Plath,Dark House,A stoney hole. He's to blame,7
Sylvia Plath,Dark House,He's a fat sort,4
Sylvia Plath,Dark House,"Pebble smells, turnipy chambers",8
Sylvia Plath,Dark House,Small nostrils are breathing,6
Sylvia Plath,Dark House,Little humble loves,5
Sylvia Plath,Dark House,"Footlings, boneless as noses",7
Sylvia Plath,Dark House,It is warm and tolerable,8
Sylvia Plath,Dark House,In the bowel of the root,7
Sylvia Plath,"Dark Wood, Dark Water",This wood burns a dark,5
Sylvia Plath,"Dark Wood, Dark Water",Incense. Pale moss drips,5
Sylvia Plath,"Dark Wood, Dark Water","In elbow-scarves, beards",5
Sylvia Plath,"Dark Wood, Dark Water",From the archaic,5
Sylvia Plath,"Dark Wood, Dark Water",Bones of the great trees,5
Sylvia Plath,"Dark Wood, Dark Water",Blue mists move over,5
Sylvia Plath,"Dark Wood, Dark Water",A lake thick with fish,5
Sylvia Plath,"Dark Wood, Dark Water",Snails scroll the border,5
Sylvia Plath,"Dark Wood, Dark Water",Of the glazed water,5
Sylvia Plath,"Dark Wood, Dark Water",With coils of ram's-horn,5
Sylvia Plath,"Dark Wood, Dark Water",Out in the open,5
Sylvia Plath,"Dark Wood, Dark Water",Down there the late year,5
Sylvia Plath,"Dark Wood, Dark Water",Hammers her rare and,5
Sylvia Plath,"Dark Wood, Dark Water",Various metals,5
Sylvia Plath,"Dark Wood, Dark Water",Old pewter roots twist,5
Sylvia Plath,"Dark Wood, Dark Water",Up from the jet-backed,5
Sylvia Plath,"Dark Wood, Dark Water",Mirror of water,5
Sylvia Plath,"Dark Wood, Dark Water",And while the air's clear,5
Sylvia Plath,"Dark Wood, Dark Water",Hourglass sifts a,4
Sylvia Plath,"Dark Wood, Dark Water",Drift of goldpieces,6
Sylvia Plath,"Dark Wood, Dark Water",Bright waterlights are,5
Sylvia Plath,"Dark Wood, Dark Water",Sliding their quoits one,5
Sylvia Plath,"Dark Wood, Dark Water",After the other,5
Sylvia Plath,Departure,The figs on the fig tree in the yard are green;,11
Sylvia Plath,Departure,"Green, also, the grapes on the green vine",9
Sylvia Plath,Departure,Shading the brickred porch tiles,6
Sylvia Plath,Departure,The money's run out,5
Sylvia Plath,Departure,"How nature, sensing this, compounds her bitters",11
Sylvia Plath,Departure,"Ungifted, ungrieved, our leavetaking",9
Sylvia Plath,Departure,The sun shines on unripe corn,7
Sylvia Plath,Departure,Cats play in the stalks,5
Sylvia Plath,Departure,Retrospect shall not often such penury-,11
Sylvia Plath,Departure,"Sun's brass, the moon's steely patinas",9
Sylvia Plath,Departure,The leaden slag of the world-,7
Sylvia Plath,Departure,But always expose,5
Sylvia Plath,Departure,The scraggy rock spit shielding the town's blue bay,11
Sylvia Plath,Departure,Against which the brunt of outer sea,9
Sylvia Plath,Departure,"Beats, is brutal endlessly",7
Sylvia Plath,Departure,"Gull-fouled, a stone hut",5
Sylvia Plath,Departure,Bares its low lintel to corroding weathers,11
Sylvia Plath,Departure,Across the jut of ochreous rock,9
Sylvia Plath,Departure,"Goats shamble, morose, rank-haired",7
Sylvia Plath,Dirge For A Joker,Always in the middle of a kiss,9
Sylvia Plath,Dirge For A Joker,Came the profane stimulus to cough;,9
Sylvia Plath,Dirge For A Joker,Always from teh pulpit during service,10
Sylvia Plath,Dirge For A Joker,Leaned the devil prompting you to laugh,9
Sylvia Plath,Dirge For A Joker,Behind mock-ceremony of your grief,10
Sylvia Plath,Dirge For A Joker,Lurked the burlesque instinct of the ham;,9
Sylvia Plath,Dirge For A Joker,You never altered your amused belief,10
Sylvia Plath,Dirge For A Joker,That life was a mere monumental sham,10
Sylvia Plath,Dirge For A Joker,From the comic accident of birth,9
Sylvia Plath,Dirge For A Joker,To the final grotesque joke of death,9
Sylvia Plath,Dirge For A Joker,Your malady of sacrilegious mirth,10
Sylvia Plath,Dirge For A Joker,Spread gay contagion with each clever breath,10
Sylvia Plath,Dirge For A Joker,Now you must play the straight man for a term,10
Sylvia Plath,Doom Of Exiles,"Now we, returning from the vaulted domes",10
Sylvia Plath,Doom Of Exiles,"Of our colossal sleep, come home to find",10
Sylvia Plath,Doom Of Exiles,A tall metropolis of catacombs,10
Sylvia Plath,Doom Of Exiles,Erected down the gangways of our mind,10
Sylvia Plath,Doom Of Exiles,Green alleys where we reveled have become,10
Sylvia Plath,Doom Of Exiles,The infernal haunt of demon dangers;,10
Sylvia Plath,Doom Of Exiles,Both seraph song and violins are dumb;,10
Sylvia Plath,Doom Of Exiles,Each clock tick consecrates the death of strangers,11
Sylvia Plath,Doom Of Exiles,Backward we traveled to reclaim the day,10
Sylvia Plath,Doom Of Exiles,"Before we fell, like Icarus, undone;",10
Sylvia Plath,Doom Of Exiles,All we find are altars in decay,9
Sylvia Plath,Doom Of Exiles,And profane words scrawled black across the sun,10
Sylvia Plath,Doom Of Exiles,"Still, stubbornly we try to crack the nut",10
Sylvia Plath,Doomsday,Doomsday,2
Sylvia Plath,Doomsday,The idiot bird leaps out and drunken leans,11
Sylvia Plath,Doomsday,Atop the broken universal clock,10
Sylvia Plath,Doomsday,The hour is crowed in lunatic thirteens,10
Sylvia Plath,Doomsday,Out painted stages fall apart by scenes,10
Sylvia Plath,Doomsday,While all the actors halt in mortal shock,10
Sylvia Plath,Doomsday,Streets crack through in havoc-split ravines,9
Sylvia Plath,Doomsday,As the doomstruck city crumbles block by block,11
Sylvia Plath,Doomsday,Fractured glass flies down in smithereens;,9
Sylvia Plath,Doomsday,Our lucky relics have been put in hock,10
Sylvia Plath,Doomsday,The monkey's wrench has blasted all machines;,10
Sylvia Plath,Doomsday,We never thought to hear the holy cock,10
Sylvia Plath,Doomsday,Too late to ask if end was worth the means,10
Sylvia Plath,Doomsday,Too late to calculate the toppling stock,10
Sylvia Plath,Eavesdropper,Your brother will trim my hedges,8
Sylvia Plath,Eavesdropper,They darken your house,5
Sylvia Plath,Eavesdropper,Nosy grower,4
Sylvia Plath,Eavesdropper,Mole on my shoulder,5
Sylvia Plath,Eavesdropper,To be scratched absently,6
Sylvia Plath,Eavesdropper,"To bleed, if it comes to that",7
Sylvia Plath,Eavesdropper,The stain of the tropics,6
Sylvia Plath,Eavesdropper,"Still urinous on you, a sin",8
Sylvia Plath,Eavesdropper,A kind of bush-stink,5
Sylvia Plath,Eavesdropper,You may be local,5
Sylvia Plath,Eavesdropper,But that yellow,4
Sylvia Plath,Eavesdropper,Godawful,3
Sylvia Plath,Eavesdropper,Your body one,4
Sylvia Plath,Eavesdropper,Long nicotine-finger,6
Sylvia Plath,Eavesdropper,On which I,3
Sylvia Plath,Eavesdropper,White cigarette,4
Sylvia Plath,Eavesdropper,"Burn, for your inhalation",7
Sylvia Plath,Eavesdropper,Driving the dull cells wild,6
Sylvia Plath,Eavesdropper,Let me roost in you,5
Sylvia Plath,Eavesdropper,"My distractions, my pallors",7
Sylvia Plath,Eavesdropper,Let them start the queer alchemy,8
Sylvia Plath,Eavesdropper,That melts the skin,4
Sylvia Plath,Eavesdropper,"Gray tallow, from bone and bone",7
Sylvia Plath,Eavesdropper,So I saw your much sicker,7
Sylvia Plath,Eavesdropper,Predecessor wrapped up,6
Sylvia Plath,Eavesdropper,A six and a half foot wedding-cake,9
Sylvia Plath,Eavesdropper,And he was not even malicious,9
Sylvia Plath,Eavesdropper,Do not think I don't notice your curtain—,10
Sylvia Plath,Eavesdropper,"Midnight, four o'clock",5
Sylvia Plath,Eavesdropper,Lit you are reading,5
Sylvia Plath,Eavesdropper,Tarting with the drafts that pass,7
Sylvia Plath,Eavesdropper,Little **** tongue,3
Sylvia Plath,Eavesdropper,Chenille beckoner,5
Sylvia Plath,Eavesdropper,Beckoning my words in—,6
Sylvia Plath,Eavesdropper,"The zoo yowl, the mad soft",6
Sylvia Plath,Eavesdropper,Mirror talk you love to catch me at,9
Sylvia Plath,Eavesdropper,How you jumped when I jumped on you,8
Sylvia Plath,Eavesdropper,"Arms folded, ear cocked",5
Sylvia Plath,Eavesdropper,Toad-yellow under the drop,7
Sylvia Plath,Eavesdropper,"That would not, would not drop",6
Sylvia Plath,Eavesdropper,In a desert of cow people,8
Sylvia Plath,Eavesdropper,Trundling their udders home,6
Sylvia Plath,Eavesdropper,"To the electric milker, the wifey, the big blue eye",14
Sylvia Plath,Eavesdropper,"That watches, like God, or the sky",8
Sylvia Plath,Eavesdropper,The ciphers that watch it,6
